"","comparison.shop","bills.on.time","monthly.expense.record","within.budget","credit.infull","maxout.creditcard","minimum.on.loan","maintain.emergency.fund","save.money.paycheck","save.longterm.goal","save.retirement","bought.stock","health.insurance","property.insurance","life.insurance","smartphone.warenty","OverallFMS","FMS_F1.saving","FMS_F2.insurance","FMS_F3.budget","FMS_F4.credit","IPAddress","vape","smoke","alcohol","alcohol.age","caffeine","marijuana","gamble","smoke.age","passed.out.from.drinking","register.vote","attention.to.politics","senate","donate.campaign","music.tax","green.tax","ideology","vote","vote.early","arrested","speedingtickets","caraccident","wealth.comparison","sustain.self","income.saved.percent","creditcard.late","payday.lending","sustainable.goods","actual.saved","actual.debt","prescription","fastfood","dentalstatus","exercise","vaccination","washinghands","television","high.adreneline","physical.fight","luxurygoods","shopping.anxiety","check.online","had.sex","sex.age","adultry","multple.partners","inebriated.sex","age","marital.status","have.children","politcal.affiliation","age.firstchild","weight","employmentstatus","hoseholdincome","expected.householdincome","english.native","Minutes_to_Complete","bmi","SingleParent","bat.ball","widgets","lilypads","CRT","fighter","political.knowledge","electronic.smoker","smoker","never.smoked","never.drank","drinker","marijuana.user","gambler","internet.user","speedingticket.had","car.accident.had","gender","othergender","No.Sex.Answer","Single","Married","Widowed","Divorced","Separated","Democrat","Republican","Independent","Other.Political.Party","No.Political.Party","Employed","Self.Employed","Seeking.Work","Not.Seeking.Work","Homemaker","Student","Military","Retired","Unable.to.Work","white","black","asian","hispanic","ss.beta","ss.delta","tds.beta","tds.delta","sl.beta","sl.delta","tdl.beta","tdl.delta","ssp.consistent","ssp.indifference","ssf.consistent","ssf.indifference","slf.consistent","slf.indifference","slp.consistent","slp.indifference","tdsp.consistent","tdsp.indifference","tdlp.consistent","tdlp.indifference","tdsf.consistent","tdsf.indifference","tdlf.consistent","tdlf.indifference","average","ssp.indifference.consistent","ssf.indifference.consistent","slf.indifference.consistent","slp.indifference.consistent","tdsp.indifference.consistent","tdlp.indifference.consistent","tdsf.indifference.consistent","tdlf.indifference.consistent","average.consistent","ssp.k","ssp.exponential","ssf.k","ssf.exponential","slf.k","slf.exponential","slp.k","slp.exponential","tdsp.k","tdsp.exponential","tdlp.k","tdlp.exponential","tdsf.k","tdsf.exponential","tdlf.k","tdlf.exponential","avg.exponential","avg.k","Patience","s.Patience","td.Patience","Confused","nostalgic","interested","happy","alert","stressed","pleasant","irritable","hostile","depressed","passive","jittery","upset","active","at.ease","afraid","wistful","enthusiastic","sad","guilty","distressed","proud","quiet","attentive","strong","amazed","lonely","excited","relaxed","elated","worried","inspired","thankful","terrified","ashamed","gloomy","determined","drowsy","irritated","scared","shy","powerful","nervous","Emo_Neg","Emo_Pos","Emo_EBDMS","Emo_LR","Emo_SHPS","F_fear","F_hostile","F_guilt","F_sad","F_jovial","F_assured","F_attentive","F_shy","F_fatigue","F_serene","F_surprise","F_power","F_gratitude","F_nostalgia","F_anxiety","F_pride","F_depressed","F_stressed","F_anger","F_happy","F_fearful","F_disgust"
"25",5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,0,3.4375,3.4,1,5,5,"216.131.22.250",1,1,1,18,1,1,1,NA,0,1,1,2,2,1,1,-1,2,2,2,0,0,5,6,25,1,2,1,2,1,2,2,1,5,1,50,2,3,5,1,1,5,1,1,2,2,2,25,1,2,1,NA,115,1,2,2,1,10.4,18.5612800059393,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,0.983333333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00526053845174124,0.00576373662879543,0.9375,0.46875,0.46875,0,1,3,3,3,2,4,1,1,1,1,1,1,1,5,1,1,2,1,1,1,2,2,4,2,1,1,2,5,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,2.5,14,36,56,1.004353939,0.996465466,1.033351052,1.091129759,2.195469597,1.786453356,3.883842756,1.064836402,1.23604587,4.781338659,1.103287586,1.369647915,2.340209002,1.127083479,1.570790486,1.814121041,1.10600558,2,1.103090591,3.576055653,1.007762937,0.998079243
"26",5,5,4,4,5,5,5,4,3,4,4,3,1,1,1,0,3.375,3.6,1,4.5,5,"216.190.46.196",1,1,2,21,1,1,1,NA,0,1,2,1,2,1,1,0,1,2,2,0,0,3,6,36,1,2,1,4,6,1,1,1,4,1,100,3,2,0,1,1,6,1,1,2,2,2,26,1,2,5,NA,190,2,2,2,1,17.1333333333333,26.4993277457295,0,1,1,1,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.76,0.9700701154458,1,0.818188823000027,0.789473684210526,0.926699064008951,0.789473684210526,0.926699064008951,1,0.633333333333333,1,0.833333333333333,1,0.633333333333333,1,0.5,1,0.3,1,0.5,1,0.3,1,0.633333333333333,0.770833333333333,0.633333333333333,0.833333333333333,0.633333333333333,0.5,0.3,0.5,0.3,0.633333333333333,0.541666666666667,0.0964912280701754,0.0790989640951454,0.0344827586206897,0.0263880962570395,0.106796116504854,0.0674271287841435,0.166666666666667,0.122462048309373,0.388888888888889,0.222211758324114,0.166666666666667,0.122462048309373,0.636363636363636,0.18767321898012,0.106796116504854,0.0674271287841435,0.111893798980431,0.212894009785804,0.5390625,0.3203125,0.21875,0,1,3,3,4,3,3,2,2,2,3,2,3,3,3,2,3,3,2,2,3,3,3,4,3,1,3,3,3,3,3,3,2,1,2,3,4,2,3,2,2,2,3,2.3,3.3,30,31,48,2.145583939,1.959275466,2.122631052,2.442889759,2.867279597,2.487353356,3.830352756,1.926846402,2.11367587,3.120498659,1.336557586,2.175797915,2.275909002,1.500673479,2.739190486,2.332621041,2.35516558,3,2.459790591,3.018855653,1.929112937,1.795829243
"27",4,5,5,5,4,4,1,4,4,3,1,1,5,3,1,1,3.1875,2.6,3,4.75,3,"23.242.120.131",1,1,2,17,5,1,1,NA,3,1,2,2,2,2,1,-1,1,2,2,0,0,4,1,29,1,2,1,2,5,1,1,1,4,1,100,2,1,0,2,1,2,1,1,2,2,2,26,5,2,1,NA,170,2,1,1,1,9.56666666666667,21.8264665893831,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.92,0.9700701154458,0.92,0.9700701154458,1,0.9700701154458,1,0.9700701154458,1,0.766666666666667,1,0.833333333333333,1,0.833333333333333,1,0.833333333333333,1,0.766666666666667,1,0.833333333333333,1,0.833333333333333,1,0.833333333333333,0.908333333333333,0.766666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.766666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.816666666666667,0.0507246376811594,0.0452790266829615,0.0344827586206897,0.0263880962570395,0.0344827586206897,0.0263880962570395,0.0333333333333333,0.0308533208864445,0.0507246376811594,0.0452790266829615,0.0333333333333333,0.0308533208864445,0.0344827586206897,0.0263880962570395,0.0344827586206897,0.0263880962570395,0.0322271350208713,0.038255872063968,0.796875,0.3984375,0.3984375,0,3,1,4,4,2,3,2,1,1,3,1,1,5,2,1,2,5,1,2,1,2,2,5,3,4,2,5,4,5,1,4,4,1,1,1,3,1,2,1,3,2,1,1.2,3.7,33,24,47,1.033653939,1.347095466,1.395951052,1.424769759,4.066839597,2.483903356,3.854282756,1.967766402,1.33354587,3.206178659,2.738637586,2.061857915,3.585239002,2.405403479,1.984840486,2.294061041,1.51796558,2,1.714660591,3.386715653,1.044252937,1.345079243
"28",5,4,3,4,2,5,4,2,3,1,3,4,2,1,3,0,2.875,2.6,2,4,3.66666666666667,"24.72.184.89",1,1,3,16,5,2,2,NA,2,1,3,2,2,1,1,-0.33,1,2,2,0,1.53464616078293,3,3,10,2,2,2,2,5,4,1,2,3,1,87,2,2,4,1,3,3,1,1,2,2,1,22,1,2,1,NA,300,1,4,4,1,12.2,39.5797901747802,0,0,1,1,2,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0526315789473684,0.926699064008951,0.733333333333333,0.890898718140339,0.00011111111111101,0.818188823000027,NA,NA,1,0.0333333333333333,1,0.633333333333333,1,0.3,1,3.3333333333303e-05,1,0.366666666666667,0,3.33333333333333e-05,1,0.5,1,0.633333333333333,0.591670833333333,0.0333333333333333,0.633333333333333,0.3,3.3333333333303e-05,0.366666666666667,NA,0.5,0.633333333333333,NA,4.83333333333333,0.762734383267615,0.106796116504854,0.0674271287841435,0.636363636363636,0.18767321898012,1799.03037545156,1.87142045310554,0.287878787878788,0.18201075525612,NA,NA,0.2,0.104089513673812,0.106796116504854,0.0674271287841435,0.495522570811599,255.658184341541,0.3984375,0.125,0.2734375,1,2,5,3,5,2,4,1,1,1,3,3,1,3,1,1,1,3,1,1,2,4,1,4,1,2,1,2,3,4,1,3,3,1,2,1,4,2,2,1,1,3,3,1.6,3.4,32,19,36,1.848863939,1.137465466,1.397311052,1.118059759,2.673519597,2.187883356,4.130512756,1.353116402,1.94674587,2.457738659,1.721137586,2.089617915,3.022699002,2.083413479,2.504750486,2.162161041,1.50020558,2,1.545890591,3.301015653,1.395352937,1.214569243
"29",4,5,5,5,5,5,3,5,5,5,5,5,5,1,1,1,4.0625,5,2.33333333333333,4.75,4.33333333333333,"32.208.134.41",1,1,1,16,4,2,1,NA,0,1,3,2,1,1,1,-1,1,2,2,0,0,4,3,6,1,2,1,5,6,1,2,1,5,1,100,3,1,0,1,1,1,1,1,2,2,2,31,1,2,6,NA,175,1,2,3,1,9.61666666666667,25.1096073620719,0,1,0,1,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.926699064008951,NA,NA,1.08695652173913,0.95668235415892,NA,NA,1,0.633333333333333,1,0.633333333333333,1,0.766666666666667,1,0.833333333333333,0,0.000333333333333333,1,0.833333333333333,0,0.000333333333333333,0,3.33333333333333e-05,0.54379375,0.633333333333333,0.633333333333333,0.766666666666667,0.833333333333333,NA,0.833333333333333,NA,NA,NA,0.0964912280701754,0.0790989640951454,0.106796116504854,0.0674271287841435,0.0534351145038168,0.0386871865232354,0.0333333333333333,0.0308533208864445,NA,NA,0.0333333333333333,0.0308533208864445,NA,NA,NA,NA,0.0493839842350827,0.0646778251491027,0.7109375,0.3515625,0.359375,1,1,4,3,4,1,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,2,1,4,1,1,1,2,4,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,2.9,21,36,56,1.004353939,0.996465466,1.033351052,1.091129759,2.042869597,1.452953356,3.818262756,1.064836402,1.23604587,3.984568659,1.103287586,1.182027915,1.621679002,1.127083479,1.799330486,1.751521041,1.08099558,1,1.065950591,3.497025653,1.007762937,0.998079243
"30",4,5,5,4,5,5,5,4,4,4,5,4,4,4,1,0,3.9375,4.2,3,4.5,5,"38.140.255.246",7,7,4,16,5,1,5,18,0,1,3,2,2,1,1,-1,1,3,2,0,0,3,6,30,1,2,1,8,1,1,1,1,3,1,100,3,2,0,2,1,5,1,1,2,2,1,30,2,2,1,NA,148,1,7,7,1,8.68333333333333,22.5030737258706,0,1,1,1,3,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.994365674076519,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,1,0.966666666666667,0.983333333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.966666666666667,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00574712643678161,0.00566625143080657,0.00578034682080925,0.00485482547267591,0.00578034682080925,0.00485482547267591,0.00526053845174124,0.00576373662879543,0.9375,0.46875,0.46875,0,1,3,3,3,2,3,2,1,1,2,2,1,3,3,1,2,3,1,1,2,3,1,3,3,2,1,3,3,3,2,2,3,1,1,2,3,1,2,1,1,2,1,1.3,2.9,23,29,53,1.251703939,1.207695466,1.201201052,1.282499759,2.839969597,2.472043356,3.023042756,1.161276402,1.36807587,3.090238659,1.637897586,2.059037915,2.930179002,1.170633479,2.303700486,2.080731041,1.53756558,2,1.618720591,3.021175653,1.068732937,1.073539243
"31",4,4,2,4,3,3,3,4,4,3,5,3,3,1,1,0,2.9375,3.8,1.66666666666667,3.5,3,"45.47.32.189",1,1,2,23,5,1,1,NA,0,1,3,2,2,1,1,-1,1,3,2,0,1,3,3,11,1,2,1,5,4,2,1,2,4,2,100,2,1,0,2,1,10,1,1,2,2,2,34,2,1,1,32,265,1,6,6,1,8.58333333333333,33.1223620669464,0,0,1,1,2,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.826086956521739,0.95668235415892,1,0.942286581535894,0.826086956521739,0.95668235415892,0.428571428571429,0.942286581535894,1,0.633333333333333,1,0.766666666666667,1,0.766666666666667,1,0.633333333333333,1,0.7,1,0.3,1,0.7,1,0.7,0.825,0.633333333333333,0.766666666666667,0.766666666666667,0.633333333333333,0.7,0.3,0.7,0.7,0.65,0.0964912280701754,0.0790989640951454,0.0534351145038168,0.0386871865232354,0.0534351145038168,0.0386871865232354,0.0964912280701754,0.0790989640951454,0.0714285714285714,0.0612482652252517,0.388888888888889,0.222211758324114,0.0769230769230769,0.0522740281413674,0.0769230769230769,0.0522740281413674,0.0779475476336077,0.11425203741395,0.640625,0.34375,0.296875,0,1,2,4,2,1,4,1,1,1,1,1,3,2,4,1,1,4,1,4,1,4,4,4,2,4,5,2,2,4,1,3,1,1,1,1,2,3,1,3,2,1,1,1.7,2.7,32,29,49,1.401793939,1.413265466,1.970461052,2.342569759,3.157199597,2.367033356,2.727442756,1.761696402,2.59300587,3.075928659,2.560297586,1.512387915,1.654059002,1.127083479,2.030060486,2.260691041,1.64818558,1,1.403790591,3.855955653,1.007762937,1.915569243
"32",4,5,5,4,2,5,4,3,2,2,1,1,5,5,5,0,3.3125,1.8,5,4.5,3.66666666666667,"47.39.11.64",7,7,3,16,4,3,1,19,21.4718155157765,1,3,2,2,1,1,-0.66,1,2,2,0,0,4,0,1,1,2,2,1,3,2,1,1,2,1,49,4,1,0,1,2,4,1,1,2,2,1,43,1,2,1,NA,190,9,1,1,1,10.5833333333333,31.6173044180408,0,1,1,1,3,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.84,0.9700701154458,1,0.926699064008951,1,0.9700701154458,NA,NA,1,0.7,1,0.833333333333333,1,0.833333333333333,1,0.833333333333333,1,0.633333333333333,1,0.833333333333333,1,0.633333333333333,0,3.33333333333333e-05,0.768752083333333,0.7,0.833333333333333,0.833333333333333,0.833333333333333,0.633333333333333,0.833333333333333,0.633333333333333,NA,NA,0.0714285714285714,0.0612482652252517,0.0344827586206897,0.0263880962570395,0.0344827586206897,0.0263880962570395,0.0333333333333333,0.0308533208864445,0.0964912280701754,0.0790989640951454,0.0333333333333333,0.0308533208864445,0.106796116504854,0.0674271287841435,NA,NA,0.0460367417702155,0.0586211571302353,0.75,0.390625,0.359375,1,2,3,1,4,3,2,3,2,2,2,3,2,4,1,3,2,4,3,4,3,1,4,4,1,1,1,2,1,1,4,2,3,2,3,2,4,1,3,2,3,1,3,2.8,2.9,21,32,36,2.638983939,2.504645466,3.069041052,2.062289759,2.019539597,1.372773356,3.858272756,2.654646402,1.53269587,1.459658659,1.465947586,1.286557915,2.715899002,2.208113479,3.527850486,1.675911041,2.77005558,3,2.795420591,1.656995653,2.350992937,2.567839243
"33",4,4,4,5,5,5,5,2,4,4,1,1,1,1,1,0,2.9375,2.4,1,4.25,5,"50.240.18.11",1,1,1,19,5,4,2,NA,1,2,3,2,2,1,1,-0.66,NA,NA,2,0,0,4,1,6,1,2,1,2,1,1,1,1,5,2,98,1,1,0,2,1,14,1,1,2,1,1,23,1,2,1,NA,190,2,3,3,1,14.85,24.3942861881341,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.890898718140339,0.894736842105263,0.926699064008951,0.555555555555556,0.98259319385269,0.263157894736842,0.926699064008951,1,0.5,1,0.5,1,0.9,1,0.5,1,0.566666666666667,1,0.166666666666667,1,0.633333333333333,1,0.633333333333333,0.775,0.5,0.5,0.9,0.5,0.566666666666667,0.166666666666667,0.633333333333333,0.633333333333333,0.55,0.166666666666667,0.122462048309373,0.2,0.104089513673812,0.0188679245283019,0.0151653465554913,0.166666666666667,0.122462048309373,0.127450980392157,0.0992894387073406,0.833333333333333,0.348006154597278,0.106796116504854,0.0674271287841435,0.106796116504854,0.0674271287841435,0.118291100965119,0.215822225574604,0.546875,0.296875,0.25,0,3,4,5,4,2,4,2,1,1,1,2,1,3,3,1,1,3,1,1,1,1,1,3,1,4,2,3,3,2,1,4,4,1,1,1,5,2,1,1,2,2,1,1.2,3.1,31,26,56,1.227523939,1.203885466,1.114901052,1.422849759,3.171889597,1.569613356,3.892132756,1.540696402,1.97233587,3.146248659,2.689637586,1.541057915,3.684539002,2.394463479,2.062400486,2.082651041,1.34113558,2,1.213460591,4.226135653,1.017482937,1.000889243
"34",5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,0,3.1875,3.4,1,5,3.66666666666667,"65.191.221.152",1,1,1,29,1,1,1,NA,0,1,3,1,1,2,2,0,1,1,2,0,0,3,10000,21,1,1,1,5,1,1,1,2,1,2,100,4,1,0,1,1,0,3,NA,NA,NA,NA,29,1,2,1,NA,160,1,1,1,1,13.9333333333333,23.627607851729,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.111111111111111,0.818188823000027,0.6,0.890898718140339,0.333333333333333,0.681292069057961,1.22222222222222,0.818188823000027,1,0.0333333333333333,1,0.3,1,0.1,1,0.0333333333333333,1,0.3,1,0.366666666666667,1,0.5,1,0.3,0.620833333333333,0.0333333333333333,0.3,0.1,0.0333333333333333,0.3,0.366666666666667,0.5,0.3,0.241666666666667,4.83333333333333,0.762734383267615,0.636363636363636,0.18767321898012,2.5181487942522,0.389495494373138,4.83333333333333,0.762734383267615,0.388888888888889,0.222211758324114,0.287878787878788,0.18201075525612,0.2,0.104089513673812,0.636363636363636,0.18767321898012,0.349827840765332,1.1020202020202,0.2578125,0.0703125,0.1875,0,1,5,5,5,1,5,1,1,1,1,1,1,5,5,1,1,5,1,1,1,5,3,5,5,5,1,5,5,5,1,5,5,1,1,1,5,1,1,1,1,5,1,1,5,14,36,56,1.004353939,1.030465466,1.033351052,1.089209759,4.693959597,4.012023356,4.781002756,1.188076402,1.19866587,4.878898659,3.217227586,3.837737915,4.682519002,1.127083479,1.211190486,3.226561041,1.07484558,1,1.065950591,4.782175653,1.007762937,0.998079243
"35",5,4,2,4,1,5,1,2,1,1,1,1,1,1,1,1,2,1.2,1,3.75,2.33333333333333,"65.29.200.76",5,5,3,21,5,5,5,23,2,1,3,2,1,1,2,0.66,1,2,2,0,1,3,6,30,2,2,2,3,8,1,1,3,2,2,82,3,2,6,1,1,5,1,1,1,1,2,34,1,1,4,26,220,2,5,5,1,19.6666666666667,30.6834321266341,1,0,1,1,2,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.466666666666667,0.890898718140339,1.4,0.890898718140339,1,0.818188823000027,0.428571428571429,0.942286581535894,1,0.233333333333333,1,0.5,1,0.3,1,0.3,1,0.7,1,0.3,1,0.5,1,0.7,0.720833333333333,0.233333333333333,0.5,0.3,0.3,0.7,0.3,0.5,0.7,0.441666666666667,0.547619047619048,0.274492260325429,0.2,0.104089513673812,0.636363636363636,0.18767321898012,0.388888888888889,0.222211758324114,0.0714285714285714,0.0612482652252517,0.388888888888889,0.222211758324114,0.2,0.104089513673812,0.0769230769230769,0.0522740281413674,0.153536289583502,0.313764013764014,0.4453125,0.171875,0.2734375,0,1,5,5,5,1,5,1,1,1,3,2,1,5,5,1,5,5,1,1,1,5,1,5,5,5,1,5,5,5,1,5,5,1,1,1,5,1,1,1,3,5,1,1.1,5,25,26,55,1.198223939,1.030465466,1.033351052,1.089209759,4.693959597,4.012023356,4.781002756,1.878036402,1.19866587,4.878898659,3.217227586,3.837737915,4.682519002,1.138023479,1.292770486,3.226561041,1.11674558,1,1.065950591,4.782175653,1.007762937,0.998079243
"36",4,4,4,4,4,4,3,4,4,3,3,2,4,4,4,1,3.5,3.2,4,4,3.66666666666667,"66.108.18.95",3,1,3,19,4,1,2,NA,1,1,2,2,2,1,2,-1,1,2,2,0,0,4,1,14,1,2,2,2,6,1,1,1,2,2,99,4,1,0,2,3,3,1,2,2,2,1,27,1,2,1,NA,225,1,1,2,1,20.5,35.2395915306422,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84601599059335,0.80952380952381,0.942286581535894,1,0.942286581535894,1.36363636363636,0.84601599059335,1,0.366666666666667,1,0.366666666666667,1,0.7,1,0.7,1,0.566666666666667,1,0.5,1,0.7,1,0.366666666666667,0.766666666666667,0.366666666666667,0.366666666666667,0.7,0.7,0.566666666666667,0.5,0.7,0.366666666666667,0.533333333333333,0.287878787878788,0.18201075525612,0.404255319148936,0.154109294293947,0.0769230769230769,0.0522740281413674,0.0714285714285714,0.0612482652252517,0.127450980392157,0.0992894387073406,0.166666666666667,0.122462048309373,0.0769230769230769,0.0522740281413674,0.404255319148936,0.154109294293947,0.109722144046089,0.201972724813776,0.53125,0.265625,0.265625,0,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,31,24,41,1.004353939,0.996465466,1.033351052,1.094969759,1.661929597,1.418573356,1.284292756,1.064836402,1.31080587,1.357588659,1.078787586,1.138317915,1.340599002,1.127083479,2.709270486,1.493201041,1.09944558,1,1.065950591,2.466295653,1.007762937,0.998079243
"37",4,4,3,3,2,5,2,1,1,1,1,1,5,5,1,0,2.4375,1,3.66666666666667,3.5,3,"66.116.48.45",1,1,2,18,5,1,1,NA,2,1,2,2,2,1,2,0.66,1,2,1,0,0,4,0,0,1,2,2,1,4,1,1,3,2,2,80,3,1,0,1,1,3,1,1,2,2,1,33,2,1,4,21,210,5,3,3,1,16.4333333333333,33.8945113151934,0,0,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.942286581535894,1.31578947368421,0.926699064008951,1,0.9700701154458,1,0.926699064008951,1,0.7,1,0.7,1,0.833333333333333,1,0.833333333333333,1,0.833333333333333,1,0.633333333333333,1,0.633333333333333,1,0.633333333333333,0.8625,0.7,0.7,0.833333333333333,0.833333333333333,0.833333333333333,0.633333333333333,0.633333333333333,0.633333333333333,0.725,0.0714285714285714,0.0612482652252517,0.0769230769230769,0.0522740281413674,0.0344827586206897,0.0263880962570395,0.0333333333333333,0.0308533208864445,0.0333333333333333,0.0308533208864445,0.0964912280701754,0.0790989640951454,0.106796116504854,0.0674271287841435,0.106796116504854,0.0674271287841435,0.0519462816324975,0.0699480668398611,0.7109375,0.375,0.3359375,0,2,3,3,3,1,3,1,1,1,1,1,1,3,3,1,2,3,1,1,1,3,4,4,2,2,1,3,3,2,1,2,3,1,1,1,3,1,1,1,2,2,1,1,2.9,19,30,42,1.004353939,1.008025466,1.033351052,1.093049759,2.707029597,2.131733356,3.323622756,1.440626402,1.27342587,3.120498659,1.678097586,1.844957915,2.896249002,1.760773479,2.030280486,1.962811041,1.08865558,1,1.081340591,3.021175653,1.012622937,0.998079243
"38",3,4,2,3,5,5,4,1,1,1,1,1,5,1,1,0,2.375,1,2.33333333333333,3,4.66666666666667,"66.188.55.188",1,1,1,21,1,1,1,NA,0,1,3,2,2,1,1,-0.66,1,2,2,0,0,4,0,5,1,2,2,2,7,1,1,1,2,2,100,4,1,0,1,2,17.1064921751313,1,1,2,2,2,32,1,2,1,NA,240,2,5,5,1,16.15,33.4728350472372,0,1,1,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.21052631578947,0.926699064008951,0.529411764705882,0.909678529410693,1,0.926699064008951,1.76923076923077,0.869902040586445,1,0.766666666666667,1,0.633333333333333,1,0.633333333333333,1,0.633333333333333,1,0.3,1,0.766666666666667,1,0.566666666666667,1,0.433333333333333,0.795833333333333,0.766666666666667,0.633333333333333,0.633333333333333,0.633333333333333,0.3,0.766666666666667,0.566666666666667,0.433333333333333,0.591666666666667,0.0507246376811594,0.0452790266829615,0.106796116504854,0.0674271287841435,0.106796116504854,0.0674271287841435,0.0964912280701754,0.0790989640951454,0.388888888888889,0.222211758324114,0.0507246376811594,0.0452790266829615,0.146067415730337,0.0845233446734155,0.278688524590164,0.126892679096592,0.0922673821404345,0.153147195706449,0.5859375,0.328125,0.2578125,0,1,3,2,4,4,2,4,3,4,3,3,1,3,3,2,2,2,2,2,3,2,4,4,2,2,4,1,3,1,3,2,2,1,4,3,2,4,3,1,3,2,2,2.5,2.5,24,27,43,2.111453939,2.645185466,2.745721052,2.917209759,1.754149597,1.882303356,3.238832756,2.527466402,3.67957587,3.075778659,1.905627586,1.922867915,2.065769002,1.574783479,2.961360486,1.966881041,2.99572558,4,2.719180591,2.216225653,1.875262937,1.954599243
